id_trajectory,id_in_seq,initial state,current_state,goal_state,out_action,timesteps
30,7,"[0, 0, 1, 0, 0, 0]","[44.2419428437062, -5.695089142805377, 5.938612574176757, 0.6134090048068329, -0.2658478950339015, -0.0021958606056655034]","[68.6650976252901, -10.947339430305828, 0, 0, 0, 0]","[-0.06981, 0.0]",1
30,8,"[0, 0, 1, 0, 0, 0]","[50.91497749726371, -7.415790556717306, 7.3459000219110555, 0.6718135215856514, -0.013319739468990696, 0.010490558640068263]","[68.6650976252901, -10.947339430305828, 0, 0, 0, 0]","[-0.03491, 0.0]",1
30,9,"[0, 0, 1, 0, 0, 0]","[58.19261972547465, -8.168571448625382, 7.318990398262889, 0.5163582517016552, -0.050864338433658014, -0.0011481270913360133]","[68.6650976252901, -10.947339430305828, 0, 0, 0, 0]","[-0.01745, 0.0]",1
30,10,"[0, 0, 1, 0, 0, 0]","[65.69102350241766, -9.755135504120396, 8.26487865863733, 0.40262226961165803, -0.23654433505254888, -0.004228469444716417]","[68.6650976252901, -10.947339430305828, 0, 0, 0, 0]","[-0.05236, 0.0]",1
30,11,"[0, 0, 1, 0, 0, 0]","[68.65994013692149, -10.511280762625804, 8.637571453941435, 0.5830743950197365, -0.12718606650511313, 0.010158315935235746]","[68.6650976252901, -10.947339430305828, 0, 0, 0, 0]",[],1
31,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]","[-0.0, 0.0]",1
31,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]","[-0.0, 0.0]",1
31,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]","[-0.01745, 0.0]",1
31,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]","[-0.01745, 0.0]",1
31,4,"[0, 0, 1, 0, 0, 0]","[36.4285619461068, -23.39468976142609, 15.450028627868225, 0.34380966000702257, -0.29194885431662515, 0.00804014794337876]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]","[-0.10472, 0.0]",1
31,5,"[0, 0, 1, 0, 0, 0]","[43.15355481558234, -22.553805892731692, 12.696262719796275, 1.0056378141223152, 0.6889445317748868, 0.05574484382003586]","[43.15559701913147, -21.81257571464566, 0, 0, 0, 0]",[],1
32,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]","[-0.0, 0.0]",1
32,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]","[-0.01745, 0.0]",1
32,2,"[0, 0, 1, 0, 0, 0]","[12.372279371580719, -7.233444356472249, 11.197549274327457, 0.32787400882419043, -0.564533901982353, 0.002735608037242335]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]","[-0.01745, 0.0]",1
32,3,"[0, 0, 1, 0, 0, 0]","[23.22822619002, -13.511724361467497, 13.559370944272544, 0.3349177053291896, -0.4204654156306958, 0.005765728648799595]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]","[-0.03491, 0.0]",1
32,4,"[0, 0, 1, 0, 0, 0]","[36.19967721980434, -16.199143540402037, 12.505681281495265, 0.4907745978294462, 0.07572517424742503, 0.013591502832485189]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]","[-0.08727, 0.0]",1
32,5,"[0, 0, 1, 0, 0, 0]","[44.23696135427251, -11.815761502144689, 5.5936510560996355, 0.559175366328828, 1.0432553449291213, 0.014195019125173599]","[44.96546815683425, -11.330249942354495, 0, 0, 0, 0]",[],1
33,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.05236, 0.0]",1
33,1,"[0, 0, 1, 0, 0, 0]","[4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.00242293497127862]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.10472, 0.0]",1
33,2,"[0, 0, 1, 0, 0, 0]","[11.015369477825, -2.020171817635536, 5.983671013210669, 0.8060629625492796, 0.2388731876059842, 0.012751666878222021]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.0, 0.0]",1
33,3,"[0, 0, 1, 0, 0, 0]","[16.675656154603626, -2.6356345847551927, 6.322726382551765, 0.4038659949072313, -0.28731065390884947, -0.014920455588301173]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.08727, 0.0]",1
33,4,"[0, 0, 1, 0, 0, 0]","[23.510669695114377, -3.8619511204173884, 6.8839757064007365, 0.7449634686940073, 0.15406715591687054, 0.013678928181847488]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.03491, 0.0]",1
33,5,"[0, 0, 1, 0, 0, 0]","[29.834904336467723, -3.8586255615243226, 6.041176622653183, 0.5598170775149701, -0.0030995900017336273, -0.006406084488393339]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.0, 0.0]",1
33,6,"[0, 0, 1, 0, 0, 0]","[36.237404235835285, -5.87451206482881, 8.028957735920848, 0.3043956014892158, -0.4400498131567502, -0.01052539780213348]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.10472, 0.0]",1
33,7,"[0, 0, 1, 0, 0, 0]","[44.234315484267405, -6.550093859457969, 7.118490034291507, 0.7979842964527786, 0.4577174101200146, 0.02209931160078355]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.01745, 0.0]",1
33,8,"[0, 0, 1, 0, 0, 0]","[49.51019358827129, -5.404725697587961, 4.524457968629725, 0.609329478548617, 0.060978220904886395, -0.018391450367491728]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.08727, 0.0]",1
33,9,"[0, 0, 1, 0, 0, 0]","[54.307161686394565, -6.138161860392843, 5.164025543428907, 0.7695956540876624, -0.01132678632263797, 0.0008651416543539573]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.08727, 0.0]",1
33,10,"[0, 0, 1, 0, 0, 0]","[59.68757670272806, -6.765824780218259, 5.41393726664276, 0.7612179853764228, 0.07295027632118631, 0.003183840587093496]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.01745, 0.0]",1
33,11,"[0, 0, 1, 0, 0, 0]","[65.38761706260082, -8.082314701388828, 6.810815106663124, 0.4445928759940357, -0.3051606205996248, -0.008157651647240676]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.03491, 0.0]",1
33,12,"[0, 0, 1, 0, 0, 0]","[72.92134547738948, -10.904750624234937, 9.065363012182019, 0.48021188799043746, -0.2531950752913036, 0.004847668067925834]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.06981, 0.0]",1
33,13,"[0, 0, 1, 0, 0, 0]","[81.65965584916535, -11.226539151900289, 7.775802795565714, 0.6604429236253581, 0.315288160797671, 0.013524504022453603]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]","[-0.05236, 0.0]",1
33,14,"[0, 0, 1, 0, 0, 0]","[85.58934969131616, -10.144435605885535, 5.5957519122006385, 0.6087711498083155, 0.3704527062576054, -0.002239689204261115]","[85.59111637766905, -9.250072591635423, 0, 0, 0, 0]",[],1
34,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.03491, 0.0]",1
34,1,"[0, 0, 1, 0, 0, 0]","[4.79506777490283, -1.4638811882184906, 6.2839991154031045, 0.5314843830004248, -0.32338538143675755, -0.00500913924473525]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
34,2,"[0, 0, 1, 0, 0, 0]","[11.852004879140678, -5.110423044156692, 9.62727094830217, 0.35419982331464106, -0.47007904526144406, -0.00047299650075334796]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.0, 0.0]",1
34,3,"[0, 0, 1, 0, 0, 0]","[21.174376842420656, -11.489136425719876, 13.056204884852908, 0.17082824604399832, -0.6642158169966357, -0.0045171563768658645]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
34,4,"[0, 0, 1, 0, 0, 0]","[33.15051980838543, -19.248493318654738, 15.10366908929724, 0.3342948955301443, -0.4360958114876496, 0.007907525293798087]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.0, 0.0]",1
34,5,"[0, 0, 1, 0, 0, 0]","[46.697042583641576, -26.818008248720368, 16.070982771802445, 0.15374587411468182, -0.5564297871135866, -0.0034123791532057225]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.01745, 0.0]",1
34,6,"[0, 0, 1, 0, 0, 0]","[61.37417922168516, -33.53271934788703, 15.933230174618435, 0.34598218220698457, -0.2643640988883802, 0.00862199205537339]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.0, 0.0]",1
34,7,"[0, 0, 1, 0, 0, 0]","[75.99829613193212, -38.733519033454314, 15.408984914220826, 0.17123207709264301, -0.3972005272827147, -0.004154808192805611]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.03491, 0.0]",1
34,8,"[0, 0, 1, 0, 0, 0]","[90.27796058380474, -40.66869633299674, 13.085463971580454, 0.492793851804564, 0.18312352236474458, 0.015045696437251344]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]","[-0.03491, 0.0]",1
34,9,"[0, 0, 1, 0, 0, 0]","[98.042503354365, -38.46554785788176, 9.575628836570706, 0.46333626044122866, 0.43718013615231943, 0.007191129786815371]","[98.04349982601175, -37.77935805593802, 0, 0, 0, 0]",[],1
35,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.0, 0.0]",1
35,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.0, 0.0]",1
35,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.03491, 0.0]",1
35,3,"[0, 0, 1, 0, 0, 0]","[23.23865560849336, -14.91922810114073, 13.975820497456985, 0.49576301739731354, -0.25219182012402674, 0.017129836699208065]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.0, 0.0]",1
35,4,"[0, 0, 1, 0, 0, 0]","[36.363271979631776, -19.66595863066488, 14.213479525399412, 0.18227434271405815, -0.4112634881820345, -0.004748752701015654]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.0, 0.0]",1
35,5,"[0, 0, 1, 0, 0, 0]","[49.339699128272756, -26.647068794168028, 15.406545104011387, 0.16004902885178676, -0.5455229840762691, -0.003746247769179117]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.01745, 0.0]",1
35,6,"[0, 0, 1, 0, 0, 0]","[63.53899698968765, -33.15846153996523, 15.546893517644696, 0.34480264233039876, -0.27463023351688104, 0.008137309607512595]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.01745, 0.0]",1
35,7,"[0, 0, 1, 0, 0, 0]","[78.03065504678086, -35.85202137254504, 13.802197795381746, 0.3513702058740746, -0.055158368851757754, 0.005535739614387433]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]","[-0.01745, 0.0]",1
35,8,"[0, 0, 1, 0, 0, 0]","[90.6080831255769, -36.062602916869764, 11.36498270650961, 0.36224845054614313, 0.06230975976698563, 0.0018055987086160801]","[91.27292193884395, -36.85228362610397, 0, 0, 0, 0]",[],1
36,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.05236, 0.0]",1
36,1,"[0, 0, 1, 0, 0, 0]","[4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.00242293497127862]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.10472, 0.0]",1
36,2,"[0, 0, 1, 0, 0, 0]","[11.015369477825, -2.020171817635536, 5.983671013210669, 0.8060629625492796, 0.2388731876059842, 0.012751666878222021]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.03491, 0.0]",1
36,3,"[0, 0, 1, 0, 0, 0]","[16.412065589380138, -2.0409430167298277, 5.32079788587401, 0.5991683239517589, -0.05632448938783025, -0.010279773289997487]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,4,"[0, 0, 1, 0, 0, 0]","[22.003765644664437, -2.7515235803915625, 5.633712086140145, 0.7558433625309312, 0.08351112334239207, 0.00491556860976013]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.10472, 0.0]",1
36,5,"[0, 0, 1, 0, 0, 0]","[27.151031226538173, -2.603277583091161, 4.392239967346885, 0.8673729898279988, 0.2361631924834107, -0.0043845625301760045]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,6,"[0, 0, 1, 0, 0, 0]","[31.57390883519531, -3.1860286836315574, 4.890239070939223, 0.7794076092985014, -0.06575454659303179, -0.00168838184933693]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,7,"[0, 0, 1, 0, 0, 0]","[36.96028329136238, -4.150038841121084, 5.741334842125749, 0.7545383252262172, 0.026529091753204212, 0.00555520206443854]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.06981, 0.0]",1
36,8,"[0, 0, 1, 0, 0, 0]","[42.690684810889316, -4.60044313137828, 5.633088640350176, 0.6974210560514817, 0.056245828078041786, 0.00045938853450957736]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,9,"[0, 0, 1, 0, 0, 0]","[48.09429028281318, -4.742446728301757, 4.98302738697341, 0.7714088098665859, 0.14846156413746647, 4.436029318740721e-05]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.06981, 0.0]",1
36,10,"[0, 0, 1, 0, 0, 0]","[52.97721867089406, -5.144923855050982, 5.005331966656152, 0.7242726052056275, -0.01645977327255736, -0.004389649841449891]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.06981, 0.0]",1
36,11,"[0, 0, 1, 0, 0, 0]","[58.39446305673636, -6.124454292815792, 5.911214302055201, 0.6893078748670679, -0.048789984772955264, 0.0020888381326455156]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.06981, 0.0]",1
36,12,"[0, 0, 1, 0, 0, 0]","[64.47161336146632, -6.809141193062535, 6.076999233124257, 0.6856715591852605, 0.054750117627309566, 0.0033377768487869467]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.05236, 0.0]",1
36,13,"[0, 0, 1, 0, 0, 0]","[70.46168818405663, -7.284664966856716, 5.994292659854152, 0.6251090614551622, -0.007433517326537838, -0.001977679130448237]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,14,"[0, 0, 1, 0, 0, 0]","[76.27563235614222, -7.456277143643995, 5.30418166642343, 0.7583981500131179, 0.18510201451494881, 0.00286852456314402]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.0, 0.0]",1
36,15,"[0, 0, 1, 0, 0, 0]","[81.61992921232675, -8.555133708075502, 6.508029899280596, 0.3834146677336652, -0.3735458830094916, -0.014104080646628485]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,16,"[0, 0, 1, 0, 0, 0]","[88.76981643747739, -10.139394840542296, 7.375213919745774, 0.7487333471080506, 0.1502522411926837, 0.016671999699006866]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]","[-0.08727, 0.0]",1
36,17,"[0, 0, 1, 0, 0, 0]","[94.65179843388981, -8.93933205529084, 4.329728159671964, 0.7616452277147374, 0.4173562460421782, -0.0030054401260902214]","[94.83943306960636, -8.007799076694585, 0, 0, 0, 0]",[],1
37,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.0, 0.0]",1
37,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.0, 0.0]",1
37,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.01745, 0.0]",1
37,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.0, 0.0]",1
37,4,"[0, 0, 1, 0, 0, 0]","[35.447795112493615, -26.019937449884303, 16.772024184421124, 0.13954272468859089, -0.6595011463038636, -0.002783436365483963]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.01745, 0.0]",1
37,5,"[0, 0, 1, 0, 0, 0]","[50.26200961185653, -34.31966041942343, 16.894904229279458, 0.345582435302858, -0.3271290951436204, 0.009942772997382412]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.03491, 0.0]",1
37,6,"[0, 0, 1, 0, 0, 0]","[65.38870120763666, -34.86651993566277, 13.18983227064573, 0.4885531531486371, 0.3053029173467761, 0.015509264598147759]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]","[-0.10472, 0.0]",1
37,7,"[0, 0, 1, 0, 0, 0]","[69.79162552994984, -31.90301733208093, 9.248819016917645, 0.7739167791000104, 1.0369967528617277, 0.03939698856089558]","[69.79178292480609, -31.30560577875059, 0, 0, 0, 0]",[],1
38,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.0, 0.0]",1
38,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.0, 0.0]",1
38,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.01745, 0.0]",1
38,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.01745, 0.0]",1
38,4,"[0, 0, 1, 0, 0, 0]","[36.4285619461068, -23.39468976142609, 15.450028627868225, 0.34380966000702257, -0.29194885431662515, 0.00804014794337876]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.0, 0.0]",1
38,5,"[0, 0, 1, 0, 0, 0]","[50.642081806843834, -28.93316072904805, 15.325850836908252, 0.1700047744328883, -0.4271105409376856, -0.0041232730497405895]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.01745, 0.0]",1
38,6,"[0, 0, 1, 0, 0, 0]","[64.99458434934294, -33.77362922837977, 14.740856505079648, 0.3477609520920462, -0.18353140737432305, 0.0069358585465723694]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]","[-0.05236, 0.0]",1
38,7,"[0, 0, 1, 0, 0, 0]","[74.5068196065156, -33.040477640956404, 11.844883403452588, 0.5999589195372405, 0.42151886060626775, 0.022115239278758147]","[74.50773285839377, -32.504201593814734, 0, 0, 0, 0]",[],1
39,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.0, 0.0]",1
39,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.0, 0.0]",1
39,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.01745, 0.0]",1
39,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.0, 0.0]",1
39,4,"[0, 0, 1, 0, 0, 0]","[35.447795112493615, -26.019937449884303, 16.772024184421124, 0.13954272468859089, -0.6595011463038636, -0.002783436365483963]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.01745, 0.0]",1
39,5,"[0, 0, 1, 0, 0, 0]","[50.26200961185653, -34.31966041942343, 16.894904229279458, 0.345582435302858, -0.3271290951436204, 0.009942772997382412]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.0, 0.0]",1
39,6,"[0, 0, 1, 0, 0, 0]","[65.49210583479733, -40.657261252562115, 16.3666420940938, 0.16012253181917283, -0.4422405540498506, -0.0036005938072546768]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]","[-0.03491, 0.0]",1
39,7,"[0, 0, 1, 0, 0, 0]","[75.58204567980297, -43.2369304306417, 15.171216499210749, 0.515708325427185, 0.0007463070091251207, 0.019520428387215155]","[75.58792719347868, -43.65166498728041, 0, 0, 0, 0]",[],1
40,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.0, 0.0]",1
40,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.0, 0.0]",1
40,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.01745, 0.0]",1
40,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.0, 0.0]",1
40,4,"[0, 0, 1, 0, 0, 0]","[35.447795112493615, -26.019937449884303, 16.772024184421124, 0.13954272468859089, -0.6595011463038636, -0.002783436365483963]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.01745, 0.0]",1
40,5,"[0, 0, 1, 0, 0, 0]","[50.26200961185653, -34.31966041942343, 16.894904229279458, 0.345582435302858, -0.3271290951436204, 0.009942772997382412]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.01745, 0.0]",1
40,6,"[0, 0, 1, 0, 0, 0]","[65.8305809014504, -37.619710484484145, 14.804980744018547, 0.3506511406310804, -0.056898027655634335, 0.006933198650551744]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]","[-0.0, 0.0]",1
40,7,"[0, 0, 1, 0, 0, 0]","[71.2872692179574, -38.17383340686077, 13.9411984316758, 0.19895007821475066, -0.11908607945921412, -0.005388583835731507]","[71.288622923842, -38.76622828237415, 0, 0, 0, 0]",[],1
41,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.03491, 0.0]",1
41,1,"[0, 0, 1, 0, 0, 0]","[4.79506777490283, -1.4638811882184906, 6.2839991154031045, 0.5314843830004248, -0.32338538143675755, -0.00500913924473525]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.0, 0.0]",1
41,2,"[0, 0, 1, 0, 0, 0]","[11.682399589586774, -5.75692616650064, 10.226589339878446, 0.2153004177941904, -0.6477487511927095, -0.006674155850325402]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.01745, 0.0]",1
41,3,"[0, 0, 1, 0, 0, 0]","[21.520916039543003, -12.731322942382192, 13.53666545048299, 0.3265722579509114, -0.5154132877862123, 0.006037425140243687]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.01745, 0.0]",1
41,4,"[0, 0, 1, 0, 0, 0]","[34.34201826594821, -18.69576314484113, 14.441710679134777, 0.34219002679072386, -0.3069454212459763, 0.006718860833542194]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.0, 0.0]",1
41,5,"[0, 0, 1, 0, 0, 0]","[47.756771268597454, -24.27483358763494, 14.854351337283616, 0.1726227080619277, -0.4526043069086689, -0.004293535136364354]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.0, 0.0]",1
41,6,"[0, 0, 1, 0, 0, 0]","[61.052205753877054, -32.0089397936375, 16.031916723590232, 0.15256619819682238, -0.57359879247916, -0.003375004103494019]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.03491, 0.0]",1
41,7,"[0, 0, 1, 0, 0, 0]","[75.90849215685198, -36.1338552956392, 14.487797613292567, 0.5079121565026841, 0.08529125533552355, 0.018069594062116442]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]","[-0.03491, 0.0]",1
41,8,"[0, 0, 1, 0, 0, 0]","[79.70012529495955, -35.66482614414148, 13.270992356786051, 0.492668673598153, 0.2313398864652408, 0.01554266681568672]","[79.70094314887645, -34.72102762431085, 0, 0, 0, 0]",[],1
42,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[86.974413128885, -14.898768532708669, 0, 0, 0, 0]","[-0.10472, 0.0]",1
42,1,"[0, 0, 1, 0, 0, 0]","[4.625849022153681, -0.858149443458235, 5.158671772439051, 0.8226298625621137, -0.005075069586524858, 0.004830323128053366]","[86.974413128885, -14.898768532708669, 0, 0, 0, 0]","[-0.08727, 0.0]",1
