id_trajectory,id_in_seq,initial state,current_state,goal_state,out_action,timesteps
94,5,"[0, 0, 1, 0, 0, 0]","[50.642081806843834, -28.93316072904805, 15.325850836908252, 0.1700047744328883, -0.4271105409376856, -0.0041232730497405895]","[72.98756412808095, -35.35375308260776, 0, 0, 0, 0]","[-0.01745, 0.0]",1
94,6,"[0, 0, 1, 0, 0, 0]","[64.99458434934294, -33.77362922837977, 14.740856505079648, 0.3477609520920462, -0.18353140737432305, 0.0069358585465723694]","[72.98756412808095, -35.35375308260776, 0, 0, 0, 0]","[-0.01745, 0.0]",1
94,7,"[0, 0, 1, 0, 0, 0]","[72.9848212323459, -34.98848581309166, 13.71617492727813, 0.35128278180347766, -0.07241189126338704, 0.005418317118213927]","[72.98756412808095, -35.35375308260776, 0, 0, 0, 0]",[],1
95,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.01745, 0.0]",1
95,1,"[0, 0, 1, 0, 0, 0]","[4.825840764969672, -1.7019249877721245, 6.654846780400203, 0.4363682118768771, -0.4247275532176861, -0.00819497199749176]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.0, 0.0]",1
95,2,"[0, 0, 1, 0, 0, 0]","[11.908711666369443, -6.842457062660174, 11.025363585022877, 0.19233536189469222, -0.7062187299455552, -0.005665471857893327]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.08727, 0.0]",1
95,3,"[0, 0, 1, 0, 0, 0]","[22.465868586958464, -8.638692029601332, 9.888039003420806, 0.7810863413728796, 0.49855988688883796, 0.03156496601443365]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.10472, 0.0]",1
95,4,"[0, 0, 1, 0, 0, 0]","[26.0694963521183, -5.694429939041468, 5.161371918498441, 0.6135289350689327, 1.0469417238017498, 0.01579096431381564]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.0, 0.0]",1
95,5,"[0, 0, 1, 0, 0, 0]","[28.099321310827083, -5.323752261072828, 4.158436438941632, 0.3661797645456976, -0.8969963797097058, -0.02212139742886498]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.0, 0.0]",1
95,6,"[0, 0, 1, 0, 0, 0]","[29.427321328549123, -7.580206632453144, 7.627885415521976, 0.18443807491224562, -1.0470810901333465, -0.0060995069301367335]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.08727, 0.0]",1
95,7,"[0, 0, 1, 0, 0, 0]","[37.4462114636119, -12.987657641843407, 10.996637321903444, 0.8384394088547367, 0.007324150494039273, 0.035925799477597914]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.03491, 0.0]",1
95,8,"[0, 0, 1, 0, 0, 0]","[47.248533553688645, -12.203979351031007, 8.48057537263826, 0.4886793007592659, 0.226435550643361, 0.0032555402999001207]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.05236, 0.0]",1
95,9,"[0, 0, 1, 0, 0, 0]","[53.93537602315582, -10.662875206596805, 5.2298734924938515, 0.6301141228515603, 0.3297239978820294, -0.004634777933191057]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.08727, 0.0]",1
95,10,"[0, 0, 1, 0, 0, 0]","[58.219878258622686, -10.48639361673661, 4.155432627603003, 0.9034925658138494, -0.043951512451387044, -0.019761540877939156]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.06981, 0.0]",1
95,11,"[0, 0, 1, 0, 0, 0]","[63.296727958863606, -12.106537123445044, 6.3549658624728185, 0.6737298946742623, -0.17007860306508812, 0.0049296330131081]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.08727, 0.0]",1
95,12,"[0, 0, 1, 0, 0, 0]","[69.84714412664182, -12.762508798606332, 6.222632024395176, 0.7434482119963929, 0.1935025061608534, 0.009536967771024803]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.01745, 0.0]",1
95,13,"[0, 0, 1, 0, 0, 0]","[75.72244944736325, -13.187857241301936, 6.181033863859863, 0.4853331403435622, -0.17039883092610994, -0.010684587239550245]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]","[-0.03491, 0.0]",1
95,14,"[0, 0, 1, 0, 0, 0]","[79.89878107615982, -14.433384522886621, 7.380264280565369, 0.5061418205519359, -0.2359729273693354, -0.0007424578706819966]","[79.90526748479245, -13.729934525741244, 0, 0, 0, 0]",[],1
96,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.03491, 0.0]",1
96,1,"[0, 0, 1, 0, 0, 0]","[4.79506777490283, -1.4638811882184906, 6.2839991154031045, 0.5314843830004248, -0.32338538143675755, -0.00500913924473525]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.08727, 0.0]",1
96,2,"[0, 0, 1, 0, 0, 0]","[11.693976127283648, -2.886236765604612, 7.083755405271106, 0.7465383962392173, 0.14022887943528753, 0.01487875174052424]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.03491, 0.0]",1
96,3,"[0, 0, 1, 0, 0, 0]","[18.21050783617125, -2.867348731967174, 6.184278005106781, 0.5534226549847824, 0.00863446478244077, -0.005719836049241177]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.05236, 0.0]",1
96,4,"[0, 0, 1, 0, 0, 0]","[24.420225227847816, -3.509565954064236, 6.292771546212997, 0.6155290933610574, -0.014536841033369576, -0.0003678990687097975]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.05236, 0.0]",1
96,5,"[0, 0, 1, 0, 0, 0]","[30.78516875055082, -4.219290530207691, 6.455945561138071, 0.6110477004919678, -0.011464375380114572, 0.00048486030575454553]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.0, 0.0]",1
96,6,"[0, 0, 1, 0, 0, 0]","[37.54565859701106, -6.2434614232419605, 8.269760670864718, 0.29795273811914563, -0.4224434174570917, -0.010207603668499945]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.06981, 0.0]",1
96,7,"[0, 0, 1, 0, 0, 0]","[46.18728254475367, -8.045376381853337, 8.65967502980998, 0.6771579310647498, 0.16120916467315854, 0.017216346444852423]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.0, 0.0]",1
96,8,"[0, 0, 1, 0, 0, 0]","[54.20327920170923, -8.461456544417455, 8.07579247651758, 0.3245252264043659, -0.19176451672034478, -0.01118403544775037]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.08727, 0.0]",1
96,9,"[0, 0, 1, 0, 0, 0]","[61.80652355109008, -8.32643280322925, 6.441084892958119, 0.7237434859636129, 0.39390981900511524, 0.012084968400437995]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]","[-0.0, 0.0]",1
96,10,"[0, 0, 1, 0, 0, 0]","[66.05892304330395, -7.817939702046915, 5.077739348801904, 0.5092712997224509, -0.028100789452073408, -0.019468311228632757]","[66.06196846974954, -7.160890902459571, 0, 0, 0, 0]",[],1
97,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]","[-0.0, 0.0]",1
97,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]","[-0.01745, 0.0]",1
97,2,"[0, 0, 1, 0, 0, 0]","[12.372279371580719, -7.233444356472249, 11.197549274327457, 0.32787400882419043, -0.564533901982353, 0.002735608037242335]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]","[-0.01745, 0.0]",1
97,3,"[0, 0, 1, 0, 0, 0]","[23.22822619002, -13.511724361467497, 13.559370944272544, 0.3349177053291896, -0.4204654156306958, 0.005765728648799595]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]","[-0.03491, 0.0]",1
97,4,"[0, 0, 1, 0, 0, 0]","[36.19967721980434, -16.199143540402037, 12.505681281495265, 0.4907745978294462, 0.07572517424742503, 0.013591502832485189]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]","[-0.0, 0.0]",1
97,5,"[0, 0, 1, 0, 0, 0]","[40.910196024768716, -16.127191988753665, 11.548640734762712, 0.2360214469767714, -0.007807648964548134, -0.007129960940449495]","[40.91557252278874, -15.679174341763943, 0, 0, 0, 0]",[],1
98,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.0, 0.0]",1
98,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.0, 0.0]",1
98,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.01745, 0.0]",1
98,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.0, 0.0]",1
98,4,"[0, 0, 1, 0, 0, 0]","[35.447795112493615, -26.019937449884303, 16.772024184421124, 0.13954272468859089, -0.6595011463038636, -0.002783436365483963]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.03491, 0.0]",1
98,5,"[0, 0, 1, 0, 0, 0]","[50.75982788198849, -31.212454387314168, 15.315345239396661, 0.5174245822357035, 0.056314120214681414, 0.019839171445205202]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]","[-0.0, 0.0]",1
98,6,"[0, 0, 1, 0, 0, 0]","[57.663763686009496, -31.17291763558887, 13.714781860303512, 0.20285010731393288, -0.020465648918343855, -0.0055585679563876856]","[57.67065279186474, -30.687143874021643, 0, 0, 0, 0]",[],1
99,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.05236, 0.0]",1
99,1,"[0, 0, 1, 0, 0, 0]","[4.745068697222255, -1.2437566999243914, 5.915146749566081, 0.6180499312841097, -0.22818002319939584, -0.00242293497127862]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.0, 0.0]",1
99,2,"[0, 0, 1, 0, 0, 0]","[11.340265584650075, -4.808308579295759, 9.458643202613153, 0.23948448844563003, -0.5979603954845759, -0.007738665851972252]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.0, 0.0]",1
99,3,"[0, 0, 1, 0, 0, 0]","[20.08053249169495, -12.3989700617228, 13.679233642404162, 0.151161753115472, -0.7685853704860898, -0.0036879804209156695]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.01745, 0.0]",1
99,4,"[0, 0, 1, 0, 0, 0]","[32.01013437262709, -21.5739414382187, 16.005126336787146, 0.33163005567298875, -0.49798819549840334, 0.009235256466568054]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.01745, 0.0]",1
99,5,"[0, 0, 1, 0, 0, 0]","[46.783180094279096, -27.434537383205544, 15.529876902667967, 0.34712271902624314, -0.21961856870777177, 0.008033607642203285]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.01745, 0.0]",1
99,6,"[0, 0, 1, 0, 0, 0]","[61.16738788781311, -29.373734882803898, 13.404054160982975, 0.35251105869279936, -0.011447241242223887, 0.0049555977026046]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]","[-0.0, 0.0]",1
99,7,"[0, 0, 1, 0, 0, 0]","[64.16324455077824, -29.52148258603685, 12.889791199179447, 0.21394449886871336, -0.054064133783593184, -0.006101397740449705]","[64.16813403195884, -29.78907892430131, 0, 0, 0, 0]",[],1
100,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]","[-0.03491, 0.0]",1
100,1,"[0, 0, 1, 0, 0, 0]","[4.79506777490283, -1.4638811882184906, 6.2839991154031045, 0.5314843830004248, -0.32338538143675755, -0.00500913924473525]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]","[-0.05236, 0.0]",1
100,2,"[0, 0, 1, 0, 0, 0]","[11.910759575906084, -3.903781487282583, 8.359241029336452, 0.5825665310123961, -0.14460810717169112, 0.00907403237267797]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]","[-0.01745, 0.0]",1
100,3,"[0, 0, 1, 0, 0, 0]","[20.475092868988174, -6.03606950021962, 9.381683111190503, 0.37940388095593885, -0.23879939418034746, -0.001716908232266076]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]","[-0.03491, 0.0]",1
100,4,"[0, 0, 1, 0, 0, 0]","[29.94024473175636, -7.8459613023282655, 9.588699621867619, 0.48624176306649464, -0.0384473008651434, 0.006111196055387252]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]","[-0.10472, 0.0]",1
100,5,"[0, 0, 1, 0, 0, 0]","[37.16831059962353, -5.612836302306392, 4.914129580372572, 0.6991445361720605, 0.791097792100914, 0.01023566425339071]","[38.074381614290274, -4.714209816488492, 0, 0, 0, 0]",[],1
101,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.0, 0.0]",1
101,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.0, 0.0]",1
101,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.01745, 0.0]",1
101,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.0, 0.0]",1
101,4,"[0, 0, 1, 0, 0, 0]","[35.447795112493615, -26.019937449884303, 16.772024184421124, 0.13954272468859089, -0.6595011463038636, -0.002783436365483963]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.03491, 0.0]",1
101,5,"[0, 0, 1, 0, 0, 0]","[50.75982788198849, -31.212454387314168, 15.315345239396661, 0.5174245822357035, 0.056314120214681414, 0.019839171445205202]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]","[-0.03491, 0.0]",1
101,6,"[0, 0, 1, 0, 0, 0]","[62.63457319866399, -28.113516119630134, 10.12698430141538, 0.4555692138964724, 0.5049294487676438, 0.008936563484366472]","[62.63839263642788, -28.407779921842874, 0, 0, 0, 0]",[],1
102,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.0, 0.0]",1
102,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.01745, 0.0]",1
102,2,"[0, 0, 1, 0, 0, 0]","[12.372279371580719, -7.233444356472249, 11.197549274327457, 0.32787400882419043, -0.564533901982353, 0.002735608037242335]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.01745, 0.0]",1
102,3,"[0, 0, 1, 0, 0, 0]","[23.22822619002, -13.511724361467497, 13.559370944272544, 0.3349177053291896, -0.4204654156306958, 0.005765728648799595]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.0, 0.0]",1
102,4,"[0, 0, 1, 0, 0, 0]","[35.68631249331411, -20.445262031227486, 15.087743102514208, 0.1614057021908116, -0.5613396786860579, -0.0038456873532528996]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.0, 0.0]",1
102,5,"[0, 0, 1, 0, 0, 0]","[48.59586952415967, -29.780583141066305, 16.811984039990527, 0.13881584615350157, -0.6644678400735801, -0.002750642388751836]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.01745, 0.0]",1
102,6,"[0, 0, 1, 0, 0, 0]","[63.416456393560146, -38.15915191859495, 16.94319762166024, 0.34559553173338853, -0.330022688633593, 0.01000786904162327]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.03491, 0.0]",1
102,7,"[0, 0, 1, 0, 0, 0]","[78.58397914468544, -38.72768343417604, 13.228125208488091, 0.48888290101169435, 0.3054317607925872, 0.01559550673683834]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]","[-0.08727, 0.0]",1
102,8,"[0, 0, 1, 0, 0, 0]","[84.0407229223855, -34.92271871702424, 8.184012804787319, 0.6287451587228708, 1.0470626704807122, 0.02728350900503175]","[84.978358422258, -33.966508461558824, 0, 0, 0, 0]",[],1
103,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.06981, 0.0]",1
103,1,"[0, 0, 1, 0, 0, 0]","[4.683373927080971, -1.0494601169330304, 5.562963654525686, 0.696095021112443, -0.13999232467588907, -0.0003342984692560231]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.0, 0.0]",1
103,2,"[0, 0, 1, 0, 0, 0]","[10.932787157180691, -4.012069593507873, 8.7474373030885, 0.26445009172775175, -0.5571567754962882, -0.008841913724938713]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.0, 0.0]",1
103,3,"[0, 0, 1, 0, 0, 0]","[19.309714202479714, -10.938766231490787, 13.02008636842545, 0.1601254834074377, -0.7502970799661904, -0.004126150160798954]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.03491, 0.0]",1
103,4,"[0, 0, 1, 0, 0, 0]","[31.56895781239999, -17.588830291607895, 14.353801144010209, 0.5028682740526973, -0.1797487045025514, 0.017855049209647568]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.0, 0.0]",1
103,5,"[0, 0, 1, 0, 0, 0]","[45.01081167073044, -21.38110525027841, 13.920164101294558, 0.19013738068021777, -0.3428322992679816, -0.005082333121374239]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.0, 0.0]",1
103,6,"[0, 0, 1, 0, 0, 0]","[57.95311216264382, -27.354670591605935, 14.793851789621131, 0.1702317617638219, -0.49052667503438036, -0.004215724877663614]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.06981, 0.0]",1
103,7,"[0, 0, 1, 0, 0, 0]","[70.65959205332172, -26.663441483396618, 10.643319824251131, 0.6670831432593242, 0.6948675972284596, 0.0279454033105619]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]","[-0.0, 0.0]",1
103,8,"[0, 0, 1, 0, 0, 0]","[75.06502139651464, -23.678764774690944, 6.456940397506556, 0.34136161670794185, 0.5283059779683623, -0.01172242704339422]","[75.06710714227698, -24.450207287750704, 0, 0, 0, 0]",[],1
104,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.0, 0.0]",1
104,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.03491, 0.0]",1
104,2,"[0, 0, 1, 0, 0, 0]","[12.612464945325433, -6.414631886558411, 10.502988644505477, 0.46632836656949544, -0.36690981983098037, 0.009154565078148229]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.01745, 0.0]",1
104,3,"[0, 0, 1, 0, 0, 0]","[23.163800039626032, -10.504768589291965, 11.950002754269239, 0.3486612672419303, -0.30021646170712946, 0.003042978393618585]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.01745, 0.0]",1
104,4,"[0, 0, 1, 0, 0, 0]","[34.86181474827024, -13.835742351568372, 12.221626798110197, 0.35279329794456193, -0.19623489537210204, 0.0032834950518127464]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.0, 0.0]",1
104,5,"[0, 0, 1, 0, 0, 0]","[46.606986202683295, -17.650031641067947, 12.797668532311237, 0.20119882941491338, -0.3911003261493424, -0.005675749067292163]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.03491, 0.0]",1
104,6,"[0, 0, 1, 0, 0, 0]","[58.96968712188311, -20.17071732442976, 12.000629524921335, 0.48801544041892564, 0.05670898105083628, 0.012380988642577811]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]","[-0.06981, 0.0]",1
104,7,"[0, 0, 1, 0, 0, 0]","[67.39626555283309, -17.12140624706088, 6.957625067730566, 0.5889679371980774, 0.7415064092874218, 0.01264049392389075]","[67.39662582323878, -16.69770414294821, 0, 0, 0, 0]",[],1
105,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.03491, 0.0]",1
105,1,"[0, 0, 1, 0, 0, 0]","[4.79506777490283, -1.4638811882184906, 6.2839991154031045, 0.5314843830004248, -0.32338538143675755, -0.00500913924473525]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.0, 0.0]",1
105,2,"[0, 0, 1, 0, 0, 0]","[11.682399589586774, -5.75692616650064, 10.226589339878446, 0.2153004177941904, -0.6477487511927095, -0.006674155850325402]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.03491, 0.0]",1
105,3,"[0, 0, 1, 0, 0, 0]","[21.964608954575525, -11.270606564814196, 12.551529675467783, 0.48356835591485425, -0.2503901798877162, 0.013893262983745658]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.0, 0.0]",1
105,4,"[0, 0, 1, 0, 0, 0]","[33.96740680327012, -15.795588570995351, 13.373109120051598, 0.19054780048095127, -0.43128944533822167, -0.005189631062514001]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.01745, 0.0]",1
105,5,"[0, 0, 1, 0, 0, 0]","[46.787944702593485, -20.681089179293977, 13.81588686085122, 0.34562685489685535, -0.24757548845024152, 0.005739464314458097]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.03491, 0.0]",1
105,6,"[0, 0, 1, 0, 0, 0]","[59.563817435381495, -21.307058024734392, 11.426256640364537, 0.48178645131701137, 0.2103897289873272, 0.011181292403186492]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.06981, 0.0]",1
105,7,"[0, 0, 1, 0, 0, 0]","[67.19566938644111, -17.525797959121622, 5.312633962804507, 0.574241276844135, 0.8024986204017991, 0.005178423113667845]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]","[-0.0, 0.0]",1
105,8,"[0, 0, 1, 0, 0, 0]","[70.16310298710017, -17.12065830698584, 4.054907478465832, 0.6180591708178828, -0.5366315342693405, -0.03737243263588023]","[71.04841140239441, -16.388470047649385, 0, 0, 0, 0]",[],1
106,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[36.6820162205315, -23.79342429973824, 0, 0, 0, 0]","[-0.0, 0.0]",1
106,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[36.6820162205315, -23.79342429973824, 0, 0, 0, 0]","[-0.0, 0.0]",1
106,2,"[0, 0, 1, 0, 0, 0]","[11.979867312536674, -8.052150652242632, 11.837087637947002, 0.17058715791727982, -0.77292302029129, -0.004711596121476739]","[36.6820162205315, -23.79342429973824, 0, 0, 0, 0]","[-0.01745, 0.0]",1
106,3,"[0, 0, 1, 0, 0, 0]","[22.511835593727465, -16.768358878203404, 15.074550404138355, 0.32423317901361076, -0.5556242464104221, 0.008234261347403083]","[36.6820162205315, -23.79342429973824, 0, 0, 0, 0]","[-0.01745, 0.0]",1
106,4,"[0, 0, 1, 0, 0, 0]","[36.4285619461068, -23.39468976142609, 15.450028627868225, 0.34380966000702257, -0.29194885431662515, 0.00804014794337876]","[36.6820162205315, -23.79342429973824, 0, 0, 0, 0]",[],1
107,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.0, 0.0]",1
107,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.01745, 0.0]",1
107,2,"[0, 0, 1, 0, 0, 0]","[12.372279371580719, -7.233444356472249, 11.197549274327457, 0.32787400882419043, -0.564533901982353, 0.002735608037242335]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.0, 0.0]",1
107,3,"[0, 0, 1, 0, 0, 0]","[22.518769469590342, -15.159966974574171, 14.554460052470306, 0.15022848394139243, -0.7136151456903824, -0.0035163302293374507]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.0, 0.0]",1
107,4,"[0, 0, 1, 0, 0, 0]","[33.997697383339556, -26.285907982202044, 17.326454836307345, 0.12217174928994436, -0.7990893276410151, -0.0020595446840047625]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.03491, 0.0]",1
107,5,"[0, 0, 1, 0, 0, 0]","[49.35739585015966, -33.410640968214814, 16.371788580257512, 0.5305074131072185, -0.021589987521180833, 0.022054691775045255]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.0, 0.0]",1
107,6,"[0, 0, 1, 0, 0, 0]","[64.16364265574053, -34.975494904168286, 13.904250115368372, 0.19802779240259558, -0.17404980244931015, -0.005364855601629274]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]","[-0.08727, 0.0]",1
107,7,"[0, 0, 1, 0, 0, 0]","[68.95004448622468, -34.83093583213513, 12.508809405936328, 0.8870517719694803, 0.3655457607005075, 0.04371289677330855]","[68.95782812047707, -33.94545793672322, 0, 0, 0, 0]",[],1
108,0,"[0, 0, 1, 0, 0, 0]","[0.0, 0.0, 4.257165346815115, 0.0, 0, 0]","[43.191602926103016, -19.344217142154225, 0, 0, 0, 0]","[-0.0, 0.0]",1
108,1,"[0, 0, 1, 0, 0, 0]","[4.833593742993324, -1.9561447297269416, 7.023492212473488, 0.33250685111525674, -0.53210536563414, -0.011984719408558431]","[43.191602926103016, -19.344217142154225, 0, 0, 0, 0]","[-0.0, 0.0]",1
