id_camino,id_in_seq,initial state,current_state,goal_state,out_action,timesteps
1,27,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[6.335503752236796, -8.553993557750703, 8.809534493047895, 0.7835262884380237, -0.6950340067407441, 0.03433901569155458]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.08727, 1]",0.2
1,28,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[7.760990296115218, -9.69489383248796, 9.495920222860827, 0.5205151229885713, -0.5077678118352007, 0.03852724273723099]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
1,29,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[9.496814912121824, -10.563036677380808, 9.935078607011727, 0.89523647555318, -0.25716700412478133, 0.038741065272571915]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.06981, 0.0]",0.2
1,30,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[11.427686238725235, -11.067598649149502, 10.05095989729697, 0.6970814235725982, -0.11106589611741319, 0.023319140117115306]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.08727, 2]",0.2
1,31,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[13.381320131492046, -11.165137457799416, 9.619882888264609, 0.45874798688754737, 0.15053526816829763, 0.048505113048051544]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.10472, 1]",0.2
1,32,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[15.164729939459132, -10.809617819591915, 8.599898248168156, 0.6165202333339356, 0.3916742050927448, 0.03954499337963239]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",0.2
1,33,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[16.662044209273205, -10.203708841024778, 7.572261113840362, 0.7149927906759171, 0.543916129331078, 0.019724316108948918]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",0.2
1,34,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[17.889406327679872, -9.534051748206299, 6.410019842813996, 0.6796045544221693, 0.6503064491673545, 0.014027536151533656]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]","[-0.10472, 1]",0.2
1,35,"[0, 0, 2.890803700274776, 0.749966278750329, 0.2538357214402227, 0]","[18.83566149711572, -8.904422365879359, 4.949765007735608, 0.5262047660178576, 0.7453338325183206, 0.016961138063134835]","[18.909971562177017, -9.090455721320215, 0, 0, 0.5235987755982988, 0]",[],0.2
2,0,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[0.0, 0.0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
2,1,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[0.2412374327154213, -0.19103177972190172, 1.9611420329052431, 1.0928028222204667, -0.43324481267452114, -0.0252180161259241]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
2,2,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[0.556822322231382, -0.6995840947820076, 3.6327676920102947, 1.0641220397854119, -0.7496349073934645, -0.04913445344116584]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
2,3,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[1.0376903129396124, -1.4647090232821336, 5.304727539938883, 0.3064003531786282, -0.9558589506469166, -0.014023992269871053]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
2,4,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[1.6577657877685867, -2.5040564722986534, 6.8550453066267165, 0.21532553433500812, -1.0176027608422507, -0.007551451921749785]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
2,5,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[2.1710077769851286, -3.419243444574632, 7.941243736250677, 0.17723073872697104, -1.0470256555034412, -0.005736335638799036]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
2,6,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[3.080905864487707, -4.87499415879423, 9.26177988540933, 0.7759928178499875, -0.8267052768472782, 0.038102845489631124]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",0.2
2,7,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[4.4414188426092736, -6.273066992275591, 10.278861461513179, 0.7566308581194555, -0.6220444283833461, 0.034257598495251236]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",0.2
2,8,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[6.172836815915146, -7.502014932631766, 11.012782598753786, 0.5694258057734921, -0.5032655830795458, 0.0197382152467074]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
2,9,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[8.187851310562085, -8.446528016224338, 11.292778517083935, 0.9592742418282636, -0.2127611954533556, 0.0464982973434827]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
2,10,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[10.37753766301292, -8.991596995783867, 11.361687625544574, 0.35793349617868275, -0.20081340059747368, 0.00189978066309825]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",0.2
2,11,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[12.587738512558879, -9.4579668840451, 11.3264828027604, 0.4827689537767689, -0.1327268612816966, 0.010762828422405123]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.03491, 0.0]",0.2
2,12,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[14.80549884678268, -9.775836253271486, 11.173596471067551, 0.48416037039782434, -0.06645189685511861, 0.010334042990011312]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.05236, 0.0]",0.2
2,13,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[16.99646713535653, -9.909719970610261, 10.855969212764457, 0.6013735973989783, 0.05076293942119252, 0.018125705779863433]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",0.2
2,14,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[19.09354039073916, -9.736647791608691, 10.23428497916971, 0.809754179586319, 0.2636497628238692, 0.03243673798149248]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.08727, 3]",0.2
2,15,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[20.903775537782913, -9.081741530806376, 9.124499148468685, 0.7727718277420981, 0.5453610069111162, 0.02302317570745318]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
2,16,"[0, 0, 1.085444685649188, -0.47879091005908037, -0.41542905368808464, 0]","[22.41697595832092, -8.299703765848305, 8.001789104386232, 0.2878261164619377, 0.48703100401345045, -0.009538636838750631]","[22.65845405803159, -8.350515469442252, 0, 0, 0.5235987755982988, 0]",[],0.2
3,0,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[0.0, 0.0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,1,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[0.6470529267404792, -0.12993899468426964, 3.421572192200068, 0.8358333756105437, -0.0905468499649626, -0.030726056706924337]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,2,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[1.3428541075019271, -0.43709577544614364, 4.117466740038925, 0.684635334774324, -0.3081297824266744, -0.028517946313879453]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,3,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[2.134492085487651, -0.8855487538228463, 4.98403543347006, 0.48683258434166665, -0.4596942121533275, -0.019829516895070273]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,4,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[3.0359490214046567, -1.497727023091329, 5.960224193875916, 0.3854241410855807, -0.5665847650782583, -0.0146692596235688]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,5,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[4.052831230172966, -2.291888497054383, 7.010738687013553, 0.31081128248471673, -0.6469919861474663, -0.011189810938092584]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,6,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[5.193785037053927, -3.2688787038530926, 8.08082325123661, 0.3482164346759737, -0.6723640274003226, -0.002547429337829073]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,7,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[6.483780947148356, -4.393951392118666, 9.114969505745725, 0.329251406842564, -0.6810485006927472, -0.00030297617053419337]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,8,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[7.928635961756196, -5.645156462475976, 10.088193566348776, 0.31953703989726995, -0.6771747672618101, 0.0014705124828883539]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
3,9,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[9.61846359740418, -6.854986982521288, 10.739387517563598, 0.9153808963512069, -0.4087017930456766, 0.043938048075342004]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.01745, 0.0]",0.2
3,10,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[11.594893582096354, -7.786862682177903, 11.194160629038983, 0.3457906820651808, -0.39734143448456427, 0.0020821428737568606]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,11,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[13.647057578258934, -8.750237694945111, 11.61020993073953, 0.21531054841202868, -0.43882022440422674, -0.00640412545840403]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.08727, 0.0]",0.2
3,12,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[15.811862253069041, -9.615848791905677, 11.77678602249968, 0.8591632705218412, -0.1886754707236267, 0.03990525005918327]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
3,13,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[18.110072232425104, -9.893169841640576, 11.426497644073422, 0.9763927988512583, 0.11416829780002781, 0.04705050083444995]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
3,14,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[20.27429352348067, -9.522472737756443, 10.5733172752516, 0.9272580669109641, 0.3968914963448015, 0.042803150757073964]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,15,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[22.166682195012957, -8.85119020874855, 9.611562268048448, 0.2602053534805924, 0.34806068967535997, -0.008267792447937253]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]","[-0.0, 0.0]",0.2
3,16,"[0, 0, 3.225999620439932, -0.048511499020181335, -0.015036530863813402, 0]","[23.88320469616835, -8.335211430845245, 8.789828714877922, 0.2879181233811661, 0.2935780478238537, -0.009449786360086396]","[23.885487232956166, -8.576091881821297, 0, 0, 0.5235987755982988, 0]",[],0.2
4,0,"[0, 0, 1.241170183998351, 0.36663090673309395, 0.28722330873496704, 0]","[0.0, 0.0, 1.241170183998351, 0.36663090673309395, 0.28722330873496704, 0]","[18.58389536911077, -7.477993304310461, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
4,1,"[0, 0, 1.241170183998351, 0.36663090673309395, 0.28722330873496704, 0]","[0.2658834136447133, -0.16845388523417826, 1.254217883609422, 1.7996569957232091, 0.11432194073252366, -0.07149925305526843]","[18.58389536911077, -7.477993304310461, 0, 0, 0.5235987755982988, 0]","[-0.10472, 0.0]",0.2
